"Gene_ID","log2FoldChange","adjusted.P.Value","external_gene_name","description","omykiss_paralog_associated_gene_name","omykiss_paralog_subtype","Regulation"
"ENSOMYG00000003693",-1.43018954115242,0.000498151620975373,NA,NA,"trim3b","Bilateria","DOWN"
"ENSOMYG00000003693",-1.43018954115242,0.000498151620975373,NA,NA,"trim16","Bilateria","DOWN"
"ENSOMYG00000003693",-1.43018954115242,0.000498151620975373,NA,NA,"trim47","Bilateria","DOWN"
"ENSOMYG00000003693",-1.43018954115242,0.000498151620975373,NA,NA,"si:dkey-183c6.9","Bilateria","DOWN"
"ENSOMYG00000003693",-1.43018954115242,0.000498151620975373,NA,NA,"TRIM67","Bilateria","DOWN"
"ENSOMYG00000003693",-1.43018954115242,0.000498151620975373,NA,NA,"trim9","Bilateria","DOWN"
"ENSOMYG00000003693",-1.43018954115242,0.000498151620975373,NA,NA,"bspry","Bilateria","DOWN"
"ENSOMYG00000003693",-1.43018954115242,0.000498151620975373,NA,NA,"trim107","Bilateria","DOWN"
"ENSOMYG00000003693",-1.43018954115242,0.000498151620975373,NA,NA,"trim33","Bilateria","DOWN"
"ENSOMYG00000003693",-1.43018954115242,0.000498151620975373,NA,NA,"mid1","Bilateria","DOWN"
"ENSOMYG00000003693",-1.43018954115242,0.000498151620975373,NA,NA,"trim69","Bilateria","DOWN"
"ENSOMYG00000003693",-1.43018954115242,0.000498151620975373,NA,NA,"trim105","Bilateria","DOWN"
"ENSOMYG00000003693",-1.43018954115242,0.000498151620975373,NA,NA,"mid2","Bilateria","DOWN"
"ENSOMYG00000003693",-1.43018954115242,0.000498151620975373,NA,NA,"trim25","Bilateria","DOWN"
"ENSOMYG00000003693",-1.43018954115242,0.000498151620975373,NA,NA,"trim63a","Bilateria","DOWN"
"ENSOMYG00000003693",-1.43018954115242,0.000498151620975373,NA,NA,NA,"Salmoninae","DOWN"
"ENSOMYG00000003693",-1.43018954115242,0.000498151620975373,NA,NA,NA,"Euteleosteomorpha","DOWN"
"ENSOMYG00000003693",-1.43018954115242,0.000498151620975373,NA,NA,NA,"Clupeocephala","DOWN"
"ENSOMYG00000003693",-1.43018954115242,0.000498151620975373,NA,NA,NA,"Neopterygii","DOWN"
"ENSOMYG00000003693",-1.43018954115242,0.000498151620975373,NA,NA,NA,"Euteleostomi","DOWN"
"ENSOMYG00000003733",-2.04620195857052,8.84677742956689e-06,NA,NA,NA,"Oncorhynchus mykiss","DOWN"
"ENSOMYG00000003733",-2.04620195857052,8.84677742956689e-06,NA,NA,NA,"Oncorhynchus","DOWN"
"ENSOMYG00000003733",-2.04620195857052,8.84677742956689e-06,NA,NA,NA,"Protacanthopterygii","DOWN"
"ENSOMYG00000003733",-2.04620195857052,8.84677742956689e-06,NA,NA,"aste1b","Vertebrata","DOWN"
"ENSOMYG00000003741",5.57421548763692,5.48487736068814e-07,NA,NA,"MPV17L","Osteoglossocephalai","UP"
"ENSOMYG00000003741",5.57421548763692,5.48487736068814e-07,NA,NA,NA,"Opisthokonta","UP"
"ENSOMYG00000003741",5.57421548763692,5.48487736068814e-07,NA,NA,"mpv17l2","Opisthokonta","UP"
"ENSOMYG00000003741",5.57421548763692,5.48487736068814e-07,NA,NA,"mpv17","Opisthokonta","UP"
"ENSOMYG00000003741",5.57421548763692,5.48487736068814e-07,NA,NA,"si:ch211-120k19.1","Opisthokonta","UP"
"ENSOMYG00000003774",1.1799094832774,3.95626830263266e-09,NA,NA,"kcna4","Bilateria","UP"
"ENSOMYG00000003774",1.1799094832774,3.95626830263266e-09,NA,NA,NA,"Bilateria","UP"
"ENSOMYG00000003774",1.1799094832774,3.95626830263266e-09,NA,NA,"KCNA3","Bilateria","UP"
"ENSOMYG00000003774",1.1799094832774,3.95626830263266e-09,NA,NA,"kcna2a","Bilateria","UP"
"ENSOMYG00000003774",1.1799094832774,3.95626830263266e-09,NA,NA,"kcng2","Bilateria","UP"
"ENSOMYG00000003774",1.1799094832774,3.95626830263266e-09,NA,NA,"KCND3","Bilateria","UP"
"ENSOMYG00000003774",1.1799094832774,3.95626830263266e-09,NA,NA,"kcnd3","Bilateria","UP"
"ENSOMYG00000003774",1.1799094832774,3.95626830263266e-09,NA,NA,"si:rp71-39b20.4","Bilateria","UP"
"ENSOMYG00000003774",1.1799094832774,3.95626830263266e-09,NA,NA,"kcnb1","Bilateria","UP"
"ENSOMYG00000003774",1.1799094832774,3.95626830263266e-09,NA,NA,"kcnq3","Bilateria","UP"
"ENSOMYG00000003774",1.1799094832774,3.95626830263266e-09,NA,NA,"kcnc2","Bilateria","UP"
"ENSOMYG00000003774",1.1799094832774,3.95626830263266e-09,NA,NA,"kcnq5b","Bilateria","UP"
"ENSOMYG00000003774",1.1799094832774,3.95626830263266e-09,NA,NA,"kcng1","Bilateria","UP"
"ENSOMYG00000003774",1.1799094832774,3.95626830263266e-09,NA,NA,"kcnc1a","Bilateria","UP"
"ENSOMYG00000003774",1.1799094832774,3.95626830263266e-09,NA,NA,"KCNC1","Bilateria","UP"
"ENSOMYG00000003774",1.1799094832774,3.95626830263266e-09,NA,NA,"kcng4a","Bilateria","UP"
"ENSOMYG00000003774",1.1799094832774,3.95626830263266e-09,NA,NA,"KCNS1","Bilateria","UP"
"ENSOMYG00000003774",1.1799094832774,3.95626830263266e-09,NA,NA,"KCNS2","Bilateria","UP"
"ENSOMYG00000003774",1.1799094832774,3.95626830263266e-09,NA,NA,"KCNF1","Bilateria","UP"
"ENSOMYG00000003774",1.1799094832774,3.95626830263266e-09,NA,NA,"KCNA10","Bilateria","UP"
"ENSOMYG00000003774",1.1799094832774,3.95626830263266e-09,NA,NA,"kcnb2a","Bilateria","UP"
"ENSOMYG00000003774",1.1799094832774,3.95626830263266e-09,NA,NA,"KCNB2","Bilateria","UP"
"ENSOMYG00000003774",1.1799094832774,3.95626830263266e-09,NA,NA,"kcnv2a","Bilateria","UP"
"ENSOMYG00000003774",1.1799094832774,3.95626830263266e-09,NA,NA,"kcnv2b","Bilateria","UP"
"ENSOMYG00000003774",1.1799094832774,3.95626830263266e-09,NA,NA,"kcns3a","Bilateria","UP"
"ENSOMYG00000003774",1.1799094832774,3.95626830263266e-09,NA,NA,"kcnd1","Bilateria","UP"
"ENSOMYG00000003774",1.1799094832774,3.95626830263266e-09,NA,NA,"kcnd2","Bilateria","UP"
"ENSOMYG00000003774",1.1799094832774,3.95626830263266e-09,NA,NA,"KCNG3","Bilateria","UP"
"ENSOMYG00000003774",1.1799094832774,3.95626830263266e-09,NA,NA,"kcng3","Bilateria","UP"
"ENSOMYG00000003774",1.1799094832774,3.95626830263266e-09,NA,NA,"kcna1a","Bilateria","UP"
"ENSOMYG00000003774",1.1799094832774,3.95626830263266e-09,NA,NA,"kcna7","Bilateria","UP"
"ENSOMYG00000003774",1.1799094832774,3.95626830263266e-09,NA,NA,NA,"Osteoglossocephalai","UP"
"ENSOMYG00000004125",9.12081561251084,0.00293741436429532,NA,NA,NA,"Opisthokonta","UP"
"ENSOMYG00000004125",9.12081561251084,0.00293741436429532,NA,NA,"hspa4l","Opisthokonta","UP"
"ENSOMYG00000004125",9.12081561251084,0.00293741436429532,NA,NA,"hspa14","Opisthokonta","UP"
"ENSOMYG00000004125",9.12081561251084,0.00293741436429532,NA,NA,"hyou1","Opisthokonta","UP"
"ENSOMYG00000004125",9.12081561251084,0.00293741436429532,NA,NA,"hspa4a","Opisthokonta","UP"
"ENSOMYG00000004125",9.12081561251084,0.00293741436429532,NA,NA,"hspa4b","Opisthokonta","UP"
"ENSOMYG00000004125",9.12081561251084,0.00293741436429532,NA,NA,"hsc70","Opisthokonta","UP"
"ENSOMYG00000004125",9.12081561251084,0.00293741436429532,NA,NA,"HSPA8","Opisthokonta","UP"
"ENSOMYG00000004125",9.12081561251084,0.00293741436429532,NA,NA,"hspa8","Opisthokonta","UP"
"ENSOMYG00000004125",9.12081561251084,0.00293741436429532,NA,NA,"hspa13","Opisthokonta","UP"
"ENSOMYG00000004125",9.12081561251084,0.00293741436429532,NA,NA,"hsp70a","Salmoninae","UP"
"ENSOMYG00000004125",9.12081561251084,0.00293741436429532,NA,NA,NA,"Salmoninae","UP"
"ENSOMYG00000004125",9.12081561251084,0.00293741436429532,NA,NA,"hsp70b","Salmoninae","UP"
"ENSOMYG00000004125",9.12081561251084,0.00293741436429532,NA,NA,NA,"Osteoglossocephalai","UP"
"ENSOMYG00000004125",9.12081561251084,0.00293741436429532,NA,NA,"hspa1b","Actinopterygii","UP"
"ENSOMYG00000004181",-1.37357866198637,0.0453033834875938,NA,NA,"ckap5","Osteoglossocephalai","DOWN"
"ENSOMYG00000004181",-1.37357866198637,0.0453033834875938,NA,NA,NA,"Osteoglossocephalai","DOWN"
"ENSOMYG00000004208",1.03598067491145,0.0488446456728765,"rab11al","RAB11a, member RAS oncogene family, like [Source:ZFIN;Acc:ZDB-GENE-031118-188]","rab25b","Opisthokonta","UP"
"ENSOMYG00000004208",1.03598067491145,0.0488446456728765,"rab11al","RAB11a, member RAS oncogene family, like [Source:ZFIN;Acc:ZDB-GENE-031118-188]",NA,"Opisthokonta","UP"
"ENSOMYG00000004208",1.03598067491145,0.0488446456728765,"rab11al","RAB11a, member RAS oncogene family, like [Source:ZFIN;Acc:ZDB-GENE-031118-188]","rab34a","Opisthokonta","UP"
"ENSOMYG00000004208",1.03598067491145,0.0488446456728765,"rab11al","RAB11a, member RAS oncogene family, like [Source:ZFIN;Acc:ZDB-GENE-031118-188]","RAB34","Opisthokonta","UP"
"ENSOMYG00000004208",1.03598067491145,0.0488446456728765,"rab11al","RAB11a, member RAS oncogene family, like [Source:ZFIN;Acc:ZDB-GENE-031118-188]","rab11ba","Opisthokonta","UP"
"ENSOMYG00000004208",1.03598067491145,0.0488446456728765,"rab11al","RAB11a, member RAS oncogene family, like [Source:ZFIN;Acc:ZDB-GENE-031118-188]","rb11a","Opisthokonta","UP"
"ENSOMYG00000004208",1.03598067491145,0.0488446456728765,"rab11al","RAB11a, member RAS oncogene family, like [Source:ZFIN;Acc:ZDB-GENE-031118-188]","rab32a","Opisthokonta","UP"
"ENSOMYG00000004208",1.03598067491145,0.0488446456728765,"rab11al","RAB11a, member RAS oncogene family, like [Source:ZFIN;Acc:ZDB-GENE-031118-188]","rab32b","Opisthokonta","UP"
"ENSOMYG00000004208",1.03598067491145,0.0488446456728765,"rab11al","RAB11a, member RAS oncogene family, like [Source:ZFIN;Acc:ZDB-GENE-031118-188]","rab3aa","Opisthokonta","UP"
"ENSOMYG00000004208",1.03598067491145,0.0488446456728765,"rab11al","RAB11a, member RAS oncogene family, like [Source:ZFIN;Acc:ZDB-GENE-031118-188]","rab3ab","Opisthokonta","UP"
"ENSOMYG00000004208",1.03598067491145,0.0488446456728765,"rab11al","RAB11a, member RAS oncogene family, like [Source:ZFIN;Acc:ZDB-GENE-031118-188]","rab3c","Opisthokonta","UP"
"ENSOMYG00000004208",1.03598067491145,0.0488446456728765,"rab11al","RAB11a, member RAS oncogene family, like [Source:ZFIN;Acc:ZDB-GENE-031118-188]","RAB3C","Opisthokonta","UP"
"ENSOMYG00000004208",1.03598067491145,0.0488446456728765,"rab11al","RAB11a, member RAS oncogene family, like [Source:ZFIN;Acc:ZDB-GENE-031118-188]","RAB17","Opisthokonta","UP"
"ENSOMYG00000004208",1.03598067491145,0.0488446456728765,"rab11al","RAB11a, member RAS oncogene family, like [Source:ZFIN;Acc:ZDB-GENE-031118-188]","rab13","Opisthokonta","UP"
"ENSOMYG00000004208",1.03598067491145,0.0488446456728765,"rab11al","RAB11a, member RAS oncogene family, like [Source:ZFIN;Acc:ZDB-GENE-031118-188]","rab5aa","Opisthokonta","UP"
"ENSOMYG00000004208",1.03598067491145,0.0488446456728765,"rab11al","RAB11a, member RAS oncogene family, like [Source:ZFIN;Acc:ZDB-GENE-031118-188]","rab5ab","Opisthokonta","UP"
"ENSOMYG00000004208",1.03598067491145,0.0488446456728765,"rab11al","RAB11a, member RAS oncogene family, like [Source:ZFIN;Acc:ZDB-GENE-031118-188]","rab11a","Opisthokonta","UP"
"ENSOMYG00000004208",1.03598067491145,0.0488446456728765,"rab11al","RAB11a, member RAS oncogene family, like [Source:ZFIN;Acc:ZDB-GENE-031118-188]","RAB11A","Opisthokonta","UP"
"ENSOMYG00000004208",1.03598067491145,0.0488446456728765,"rab11al","RAB11a, member RAS oncogene family, like [Source:ZFIN;Acc:ZDB-GENE-031118-188]","RAB38","Opisthokonta","UP"
"ENSOMYG00000004208",1.03598067491145,0.0488446456728765,"rab11al","RAB11a, member RAS oncogene family, like [Source:ZFIN;Acc:ZDB-GENE-031118-188]","rab33a","Opisthokonta","UP"
"ENSOMYG00000004208",1.03598067491145,0.0488446456728765,"rab11al","RAB11a, member RAS oncogene family, like [Source:ZFIN;Acc:ZDB-GENE-031118-188]","rabl2","Opisthokonta","UP"
"ENSOMYG00000004208",1.03598067491145,0.0488446456728765,"rab11al","RAB11a, member RAS oncogene family, like [Source:ZFIN;Acc:ZDB-GENE-031118-188]","rab20","Opisthokonta","UP"
"ENSOMYG00000004208",1.03598067491145,0.0488446456728765,"rab11al","RAB11a, member RAS oncogene family, like [Source:ZFIN;Acc:ZDB-GENE-031118-188]","rab40c","Opisthokonta","UP"
"ENSOMYG00000004208",1.03598067491145,0.0488446456728765,"rab11al","RAB11a, member RAS oncogene family, like [Source:ZFIN;Acc:ZDB-GENE-031118-188]","rab8a","Opisthokonta","UP"
"ENSOMYG00000004208",1.03598067491145,0.0488446456728765,"rab11al","RAB11a, member RAS oncogene family, like [Source:ZFIN;Acc:ZDB-GENE-031118-188]","rab9b","Opisthokonta","UP"
"ENSOMYG00000004208",1.03598067491145,0.0488446456728765,"rab11al","RAB11a, member RAS oncogene family, like [Source:ZFIN;Acc:ZDB-GENE-031118-188]","rab36","Opisthokonta","UP"
"ENSOMYG00000004208",1.03598067491145,0.0488446456728765,"rab11al","RAB11a, member RAS oncogene family, like [Source:ZFIN;Acc:ZDB-GENE-031118-188]","RAB28","Opisthokonta","UP"
"ENSOMYG00000004208",1.03598067491145,0.0488446456728765,"rab11al","RAB11a, member RAS oncogene family, like [Source:ZFIN;Acc:ZDB-GENE-031118-188]","zgc:162171","Opisthokonta","UP"
"ENSOMYG00000004208",1.03598067491145,0.0488446456728765,"rab11al","RAB11a, member RAS oncogene family, like [Source:ZFIN;Acc:ZDB-GENE-031118-188]","rab38c","Opisthokonta","UP"
"ENSOMYG00000004208",1.03598067491145,0.0488446456728765,"rab11al","RAB11a, member RAS oncogene family, like [Source:ZFIN;Acc:ZDB-GENE-031118-188]","RAB5C","Opisthokonta","UP"
"ENSOMYG00000004208",1.03598067491145,0.0488446456728765,"rab11al","RAB11a, member RAS oncogene family, like [Source:ZFIN;Acc:ZDB-GENE-031118-188]","rab5c","Opisthokonta","UP"
"ENSOMYG00000004208",1.03598067491145,0.0488446456728765,"rab11al","RAB11a, member RAS oncogene family, like [Source:ZFIN;Acc:ZDB-GENE-031118-188]","rab11bb","Opisthokonta","UP"
"ENSOMYG00000004208",1.03598067491145,0.0488446456728765,"rab11al","RAB11a, member RAS oncogene family, like [Source:ZFIN;Acc:ZDB-GENE-031118-188]","rab6bb","Opisthokonta","UP"
"ENSOMYG00000004208",1.03598067491145,0.0488446456728765,"rab11al","RAB11a, member RAS oncogene family, like [Source:ZFIN;Acc:ZDB-GENE-031118-188]","rab6ba","Opisthokonta","UP"
"ENSOMYG00000004208",1.03598067491145,0.0488446456728765,"rab11al","RAB11a, member RAS oncogene family, like [Source:ZFIN;Acc:ZDB-GENE-031118-188]","rab3b","Opisthokonta","UP"
"ENSOMYG00000004208",1.03598067491145,0.0488446456728765,"rab11al","RAB11a, member RAS oncogene family, like [Source:ZFIN;Acc:ZDB-GENE-031118-188]","dnajc27","Opisthokonta","UP"
"ENSOMYG00000004208",1.03598067491145,0.0488446456728765,"rab11al","RAB11a, member RAS oncogene family, like [Source:ZFIN;Acc:ZDB-GENE-031118-188]","rab12","Opisthokonta","UP"
"ENSOMYG00000004208",1.03598067491145,0.0488446456728765,"rab11al","RAB11a, member RAS oncogene family, like [Source:ZFIN;Acc:ZDB-GENE-031118-188]","rab30","Opisthokonta","UP"
"ENSOMYG00000004208",1.03598067491145,0.0488446456728765,"rab11al","RAB11a, member RAS oncogene family, like [Source:ZFIN;Acc:ZDB-GENE-031118-188]","rab18a","Opisthokonta","UP"
"ENSOMYG00000004208",1.03598067491145,0.0488446456728765,"rab11al","RAB11a, member RAS oncogene family, like [Source:ZFIN;Acc:ZDB-GENE-031118-188]","rab5b","Opisthokonta","UP"
"ENSOMYG00000004208",1.03598067491145,0.0488446456728765,"rab11al","RAB11a, member RAS oncogene family, like [Source:ZFIN;Acc:ZDB-GENE-031118-188]","si:dkey-16l2.16","Opisthokonta","UP"
"ENSOMYG00000004208",1.03598067491145,0.0488446456728765,"rab11al","RAB11a, member RAS oncogene family, like [Source:ZFIN;Acc:ZDB-GENE-031118-188]","rab43","Opisthokonta","UP"
"ENSOMYG00000004208",1.03598067491145,0.0488446456728765,"rab11al","RAB11a, member RAS oncogene family, like [Source:ZFIN;Acc:ZDB-GENE-031118-188]","RAB9A","Opisthokonta","UP"
"ENSOMYG00000004208",1.03598067491145,0.0488446456728765,"rab11al","RAB11a, member RAS oncogene family, like [Source:ZFIN;Acc:ZDB-GENE-031118-188]","RAB27A","Opisthokonta","UP"
"ENSOMYG00000004208",1.03598067491145,0.0488446456728765,"rab11al","RAB11a, member RAS oncogene family, like [Source:ZFIN;Acc:ZDB-GENE-031118-188]","rab3db","Opisthokonta","UP"
"ENSOMYG00000004208",1.03598067491145,0.0488446456728765,"rab11al","RAB11a, member RAS oncogene family, like [Source:ZFIN;Acc:ZDB-GENE-031118-188]","rab22a","Opisthokonta","UP"
"ENSOMYG00000004208",1.03598067491145,0.0488446456728765,"rab11al","RAB11a, member RAS oncogene family, like [Source:ZFIN;Acc:ZDB-GENE-031118-188]","rab4b","Opisthokonta","UP"
"ENSOMYG00000004208",1.03598067491145,0.0488446456728765,"rab11al","RAB11a, member RAS oncogene family, like [Source:ZFIN;Acc:ZDB-GENE-031118-188]","rab42a","Opisthokonta","UP"
"ENSOMYG00000004208",1.03598067491145,0.0488446456728765,"rab11al","RAB11a, member RAS oncogene family, like [Source:ZFIN;Acc:ZDB-GENE-031118-188]","RAB27B","Opisthokonta","UP"
"ENSOMYG00000004208",1.03598067491145,0.0488446456728765,"rab11al","RAB11a, member RAS oncogene family, like [Source:ZFIN;Acc:ZDB-GENE-031118-188]","rab33ba","Opisthokonta","UP"
"ENSOMYG00000004208",1.03598067491145,0.0488446456728765,"rab11al","RAB11a, member RAS oncogene family, like [Source:ZFIN;Acc:ZDB-GENE-031118-188]","rab23","Opisthokonta","UP"
"ENSOMYG00000004208",1.03598067491145,0.0488446456728765,"rab11al","RAB11a, member RAS oncogene family, like [Source:ZFIN;Acc:ZDB-GENE-031118-188]","rab40b","Opisthokonta","UP"
"ENSOMYG00000004208",1.03598067491145,0.0488446456728765,"rab11al","RAB11a, member RAS oncogene family, like [Source:ZFIN;Acc:ZDB-GENE-031118-188]","RAB31","Opisthokonta","UP"
"ENSOMYG00000004208",1.03598067491145,0.0488446456728765,"rab11al","RAB11a, member RAS oncogene family, like [Source:ZFIN;Acc:ZDB-GENE-031118-188]","RAB24","Opisthokonta","UP"
"ENSOMYG00000004208",1.03598067491145,0.0488446456728765,"rab11al","RAB11a, member RAS oncogene family, like [Source:ZFIN;Acc:ZDB-GENE-031118-188]","rab24","Opisthokonta","UP"
"ENSOMYG00000004208",1.03598067491145,0.0488446456728765,"rab11al","RAB11a, member RAS oncogene family, like [Source:ZFIN;Acc:ZDB-GENE-031118-188]","rab2a","Opisthokonta","UP"
"ENSOMYG00000004208",1.03598067491145,0.0488446456728765,"rab11al","RAB11a, member RAS oncogene family, like [Source:ZFIN;Acc:ZDB-GENE-031118-188]","rab41","Opisthokonta","UP"
"ENSOMYG00000004208",1.03598067491145,0.0488446456728765,"rab11al","RAB11a, member RAS oncogene family, like [Source:ZFIN;Acc:ZDB-GENE-031118-188]","rab6a","Opisthokonta","UP"
"ENSOMYG00000004208",1.03598067491145,0.0488446456728765,"rab11al","RAB11a, member RAS oncogene family, like [Source:ZFIN;Acc:ZDB-GENE-031118-188]","rab35b","Opisthokonta","UP"
"ENSOMYG00000004208",1.03598067491145,0.0488446456728765,"rab11al","RAB11a, member RAS oncogene family, like [Source:ZFIN;Acc:ZDB-GENE-031118-188]","rab15","Opisthokonta","UP"
"ENSOMYG00000004208",1.03598067491145,0.0488446456728765,"rab11al","RAB11a, member RAS oncogene family, like [Source:ZFIN;Acc:ZDB-GENE-031118-188]","rab7b","Opisthokonta","UP"
"ENSOMYG00000004208",1.03598067491145,0.0488446456728765,"rab11al","RAB11a, member RAS oncogene family, like [Source:ZFIN;Acc:ZDB-GENE-031118-188]","RAB7A","Opisthokonta","UP"
"ENSOMYG00000004208",1.03598067491145,0.0488446456728765,"rab11al","RAB11a, member RAS oncogene family, like [Source:ZFIN;Acc:ZDB-GENE-031118-188]","rab7a","Opisthokonta","UP"
"ENSOMYG00000004208",1.03598067491145,0.0488446456728765,"rab11al","RAB11a, member RAS oncogene family, like [Source:ZFIN;Acc:ZDB-GENE-031118-188]","rab4a","Opisthokonta","UP"
"ENSOMYG00000004208",1.03598067491145,0.0488446456728765,"rab11al","RAB11a, member RAS oncogene family, like [Source:ZFIN;Acc:ZDB-GENE-031118-188]","rasef2","Opisthokonta","UP"
"ENSOMYG00000004208",1.03598067491145,0.0488446456728765,"rab11al","RAB11a, member RAS oncogene family, like [Source:ZFIN;Acc:ZDB-GENE-031118-188]","rab11al","Salmoninae","UP"
"ENSOMYG00000004264",3.48472716650803,1.18463763370041e-08,NA,NA,"lctlb","Bilateria","UP"
"ENSOMYG00000004264",3.48472716650803,1.18463763370041e-08,NA,NA,"lctla","Bilateria","UP"
"ENSOMYG00000004264",3.48472716650803,1.18463763370041e-08,NA,NA,"gba3","Bilateria","UP"
"ENSOMYG00000004264",3.48472716650803,1.18463763370041e-08,NA,NA,NA,"Bilateria","UP"
"ENSOMYG00000004365",1.10310187000358,0.0396986302346216,"MCMDC2","minichromosome maintenance domain containing 2 [Source:HGNC Symbol;Acc:HGNC:26368]","mcm5","Opisthokonta","UP"
"ENSOMYG00000004365",1.10310187000358,0.0396986302346216,"MCMDC2","minichromosome maintenance domain containing 2 [Source:HGNC Symbol;Acc:HGNC:26368]",NA,"Opisthokonta","UP"
"ENSOMYG00000004365",1.10310187000358,0.0396986302346216,"MCMDC2","minichromosome maintenance domain containing 2 [Source:HGNC Symbol;Acc:HGNC:26368]","mcm2","Opisthokonta","UP"
"ENSOMYG00000004365",1.10310187000358,0.0396986302346216,"MCMDC2","minichromosome maintenance domain containing 2 [Source:HGNC Symbol;Acc:HGNC:26368]","mcm3","Opisthokonta","UP"
"ENSOMYG00000004365",1.10310187000358,0.0396986302346216,"MCMDC2","minichromosome maintenance domain containing 2 [Source:HGNC Symbol;Acc:HGNC:26368]","mcm6l","Opisthokonta","UP"
"ENSOMYG00000004365",1.10310187000358,0.0396986302346216,"MCMDC2","minichromosome maintenance domain containing 2 [Source:HGNC Symbol;Acc:HGNC:26368]","mcm3l","Opisthokonta","UP"
"ENSOMYG00000004365",1.10310187000358,0.0396986302346216,"MCMDC2","minichromosome maintenance domain containing 2 [Source:HGNC Symbol;Acc:HGNC:26368]","mcm9","Chordata","UP"
"ENSOMYG00000004365",1.10310187000358,0.0396986302346216,"MCMDC2","minichromosome maintenance domain containing 2 [Source:HGNC Symbol;Acc:HGNC:26368]",NA,"Bilateria","UP"
"ENSOMYG00000004365",1.10310187000358,0.0396986302346216,"MCMDC2","minichromosome maintenance domain containing 2 [Source:HGNC Symbol;Acc:HGNC:26368]","mcm4","Bilateria","UP"
"ENSOMYG00000004381",-1.30637991783046,0.00867487368690604,"dctd","dCMP deaminase [Source:ZFIN;Acc:ZDB-GENE-050417-116]","dctd","Salmoninae","DOWN"
"ENSOMYG00000004381",-1.30637991783046,0.00867487368690604,"dctd","dCMP deaminase [Source:ZFIN;Acc:ZDB-GENE-050417-116]","cdadc1","Bilateria","DOWN"
"ENSOMYG00000004457",-1.06464377843902,0.00394160134961634,"anapc5","anaphase promoting complex subunit 5 [Source:ZFIN;Acc:ZDB-GENE-030131-1574]",NA,"Vertebrata","DOWN"
"ENSOMYG00000004468",2.26729413993708,0.0291207067687268,NA,NA,"trib3","Salmoninae","UP"
"ENSOMYG00000004468",2.26729413993708,0.0291207067687268,NA,NA,NA,"Chordata","UP"
"ENSOMYG00000004468",2.26729413993708,0.0291207067687268,NA,NA,"stk40","Chordata","UP"
"ENSOMYG00000004468",2.26729413993708,0.0291207067687268,NA,NA,"trib1","Chordata","UP"
"ENSOMYG00000004544",-1.24193168406821,0.0438983776443018,"si:dkey-24p1.1","si:dkey-24p1.1 [Source:ZFIN;Acc:ZDB-GENE-060503-631]",NA,"Bilateria","DOWN"
"ENSOMYG00000004544",-1.24193168406821,0.0438983776443018,"si:dkey-24p1.1","si:dkey-24p1.1 [Source:ZFIN;Acc:ZDB-GENE-060503-631]","SDK2","Bilateria","DOWN"
"ENSOMYG00000004544",-1.24193168406821,0.0438983776443018,"si:dkey-24p1.1","si:dkey-24p1.1 [Source:ZFIN;Acc:ZDB-GENE-060503-631]","igsf9a","Bilateria","DOWN"
"ENSOMYG00000004544",-1.24193168406821,0.0438983776443018,"si:dkey-24p1.1","si:dkey-24p1.1 [Source:ZFIN;Acc:ZDB-GENE-060503-631]","nrcama","Bilateria","DOWN"
"ENSOMYG00000004544",-1.24193168406821,0.0438983776443018,"si:dkey-24p1.1","si:dkey-24p1.1 [Source:ZFIN;Acc:ZDB-GENE-060503-631]","NRCAM","Bilateria","DOWN"
"ENSOMYG00000004544",-1.24193168406821,0.0438983776443018,"si:dkey-24p1.1","si:dkey-24p1.1 [Source:ZFIN;Acc:ZDB-GENE-060503-631]","VSIG10","Bilateria","DOWN"
"ENSOMYG00000004544",-1.24193168406821,0.0438983776443018,"si:dkey-24p1.1","si:dkey-24p1.1 [Source:ZFIN;Acc:ZDB-GENE-060503-631]","cdon","Bilateria","DOWN"
"ENSOMYG00000004544",-1.24193168406821,0.0438983776443018,"si:dkey-24p1.1","si:dkey-24p1.1 [Source:ZFIN;Acc:ZDB-GENE-060503-631]","PRTG","Bilateria","DOWN"
"ENSOMYG00000004544",-1.24193168406821,0.0438983776443018,"si:dkey-24p1.1","si:dkey-24p1.1 [Source:ZFIN;Acc:ZDB-GENE-060503-631]","IGSF10","Bilateria","DOWN"
"ENSOMYG00000004544",-1.24193168406821,0.0438983776443018,"si:dkey-24p1.1","si:dkey-24p1.1 [Source:ZFIN;Acc:ZDB-GENE-060503-631]","cntn5","Bilateria","DOWN"
"ENSOMYG00000004544",-1.24193168406821,0.0438983776443018,"si:dkey-24p1.1","si:dkey-24p1.1 [Source:ZFIN;Acc:ZDB-GENE-060503-631]","robo3","Bilateria","DOWN"
"ENSOMYG00000004544",-1.24193168406821,0.0438983776443018,"si:dkey-24p1.1","si:dkey-24p1.1 [Source:ZFIN;Acc:ZDB-GENE-060503-631]","robo4","Bilateria","DOWN"
"ENSOMYG00000004544",-1.24193168406821,0.0438983776443018,"si:dkey-24p1.1","si:dkey-24p1.1 [Source:ZFIN;Acc:ZDB-GENE-060503-631]","dcc","Bilateria","DOWN"
"ENSOMYG00000004544",-1.24193168406821,0.0438983776443018,"si:dkey-24p1.1","si:dkey-24p1.1 [Source:ZFIN;Acc:ZDB-GENE-060503-631]","IGDCC3","Bilateria","DOWN"
